model,revision,gcid,actual_label,pred_label,pred_proba,correct,threshold
LightGBM,1112,5972,1,1.0,0.9607,1.0,0.296
LightGBM,1112,5973,0,0.0,0.062,1.0,0.296
LightGBM,1112,5977,1,1.0,0.8494,1.0,0.296
LightGBM,1112,5978,1,1.0,0.8494,1.0,0.296
LightGBM,1112,5985,0,1.0,0.3461,0.0,0.296
LightGBM,1112,5986,1,1.0,0.3966,1.0,0.296
LightGBM,1112,5987,0,0.0,0.2098,1.0,0.296
LightGBM,1112,5998,1,1.0,0.8837,1.0,0.296
LightGBM,1112,6332,1,1.0,0.9787,1.0,0.296
LightGBM,1112,6357,1,0.0,0.181,0.0,0.296
LightGBM,1112,6422,1,0.0,0.2152,0.0,0.296
LightGBM,1112,6508,1,1.0,0.6801,1.0,0.296
LightGBM,1112,6509,0,0.0,0.0185,1.0,0.296
LightGBM,1112,6510,1,1.0,0.9811,1.0,0.296
LightGBM,1112,6512,1,1.0,0.9806,1.0,0.296
LightGBM,1112,6517,1,1.0,0.9916,1.0,0.296
LightGBM,1112,6526,1,1.0,0.7304,1.0,0.296
LightGBM,1112,6527,1,1.0,0.7304,1.0,0.296
LightGBM,1112,7116,1,0.0,0.1643,0.0,0.296
XGBoost,1112,18,1,1.0,0.9853,1.0,0.753
XGBoost,1112,19,1,1.0,0.9853,1.0,0.753
XGBoost,1112,20,1,1.0,0.9853,1.0,0.753
XGBoost,1112,21,1,1.0,0.9853,1.0,0.753
XGBoost,1112,23,1,1.0,0.9853,1.0,0.753
XGBoost,1112,24,1,1.0,0.9853,1.0,0.753
XGBoost,1112,25,1,1.0,0.9853,1.0,0.753
XGBoost,1112,26,1,1.0,0.9141,1.0,0.753
XGBoost,1112,27,1,1.0,0.9736,1.0,0.753
XGBoost,1112,28,1,1.0,0.9736,1.0,0.753
XGBoost,1112,105,1,1.0,0.9918,1.0,0.753
XGBoost,1112,142,1,1.0,0.9918,1.0,0.753
XGBoost,1112,144,1,1.0,0.994,1.0,0.753
XGBoost,1112,157,1,0.0,0.3589,0.0,0.753
XGBoost,1112,161,1,1.0,0.9407,1.0,0.753
XGBoost,1112,175,1,1.0,0.866,1.0,0.753
XGBoost,1112,183,1,1.0,0.9888,1.0,0.753
XGBoost,1112,187,1,0.0,0.0148,0.0,0.753
XGBoost,1112,189,1,1.0,0.9869,1.0,0.753
XGBoost,1112,191,1,0.0,0.3158,0.0,0.753
XGBoost,1112,194,1,1.0,0.9669,1.0,0.753
XGBoost,1112,228,1,1.0,0.7619,1.0,0.753
XGBoost,1112,229,1,0.0,0.1081,0.0,0.753
XGBoost,1112,230,1,0.0,0.0833,0.0,0.753
XGBoost,1112,231,1,1.0,0.7738,1.0,0.753
XGBoost,1112,241,1,1.0,0.9203,1.0,0.753
XGBoost,1112,242,1,1.0,0.9801,1.0,0.753
XGBoost,1112,243,1,1.0,0.9801,1.0,0.753
XGBoost,1112,245,1,1.0,0.9801,1.0,0.753
XGBoost,1112,246,1,1.0,0.9801,1.0,0.753
XGBoost,1112,247,1,1.0,0.9801,1.0,0.753
XGBoost,1112,248,1,1.0,0.9801,1.0,0.753
XGBoost,1112,249,1,1.0,0.9203,1.0,0.753
XGBoost,1112,250,1,1.0,0.9801,1.0,0.753
XGBoost,1112,253,1,0.0,0.7422,0.0,0.753
XGBoost,1112,254,1,0.0,0.7422,0.0,0.753
XGBoost,1112,257,1,0.0,0.6736,0.0,0.753
XGBoost,1112,258,1,0.0,0.5941,0.0,0.753
XGBoost,1112,274,1,1.0,0.9846,1.0,0.753
XGBoost,1112,275,1,1.0,0.9846,1.0,0.753
XGBoost,1112,276,1,1.0,0.9299,1.0,0.753
XGBoost,1112,277,1,1.0,0.9846,1.0,0.753
XGBoost,1112,278,1,1.0,0.9846,1.0,0.753
XGBoost,1112,279,1,1.0,0.9846,1.0,0.753
XGBoost,1112,280,1,1.0,0.9846,1.0,0.753
XGBoost,1112,281,1,1.0,0.9299,1.0,0.753
XGBoost,1112,282,1,1.0,0.9846,1.0,0.753
XGBoost,1112,283,1,1.0,0.9846,1.0,0.753
XGBoost,1112,284,1,1.0,0.9846,1.0,0.753
XGBoost,1112,285,1,1.0,0.9846,1.0,0.753
XGBoost,1112,286,1,1.0,0.9299,1.0,0.753
XGBoost,1112,287,1,1.0,0.9846,1.0,0.753
XGBoost,1112,288,1,1.0,0.9846,1.0,0.753
XGBoost,1112,289,1,1.0,0.9299,1.0,0.753
XGBoost,1112,290,1,1.0,0.9299,1.0,0.753
XGBoost,1112,291,1,1.0,0.9299,1.0,0.753
XGBoost,1112,292,1,1.0,0.9299,1.0,0.753
XGBoost,1112,293,1,1.0,0.9846,1.0,0.753
XGBoost,1112,294,1,1.0,0.9846,1.0,0.753
XGBoost,1112,295,1,1.0,0.9299,1.0,0.753
XGBoost,1112,297,1,1.0,0.8142,1.0,0.753
XGBoost,1112,298,1,1.0,0.8142,1.0,0.753
XGBoost,1112,307,1,1.0,0.9663,1.0,0.753
XGBoost,1112,308,1,1.0,0.9725,1.0,0.753
XGBoost,1112,309,1,1.0,0.9905,1.0,0.753
XGBoost,1112,310,1,1.0,0.9836,1.0,0.753
XGBoost,1112,311,1,1.0,0.9398,1.0,0.753
XGBoost,1112,313,1,1.0,0.9822,1.0,0.753
XGBoost,1112,314,1,1.0,0.9822,1.0,0.753
XGBoost,1112,315,1,0.0,0.0533,0.0,0.753
XGBoost,1112,316,1,1.0,0.9726,1.0,0.753
XGBoost,1112,317,1,1.0,0.9872,1.0,0.753
XGBoost,1112,318,1,1.0,0.9872,1.0,0.753
XGBoost,1112,354,1,1.0,0.9413,1.0,0.753
XGBoost,1112,355,1,1.0,0.9756,1.0,0.753
XGBoost,1112,356,1,1.0,0.9756,1.0,0.753
XGBoost,1112,357,1,1.0,0.9773,1.0,0.753
XGBoost,1112,358,1,1.0,0.9646,1.0,0.753
XGBoost,1112,361,1,1.0,0.9586,1.0,0.753
XGBoost,1112,362,1,1.0,0.9586,1.0,0.753
XGBoost,1112,367,1,1.0,0.9606,1.0,0.753
XGBoost,1112,368,1,1.0,0.9586,1.0,0.753
XGBoost,1112,370,1,1.0,0.8635,1.0,0.753
XGBoost,1112,373,1,1.0,0.8602,1.0,0.753
XGBoost,1112,374,1,1.0,0.8602,1.0,0.753
XGBoost,1112,375,1,0.0,0.1333,0.0,0.753
XGBoost,1112,389,1,1.0,0.8955,1.0,0.753
XGBoost,1112,390,0,1.0,0.7884,0.0,0.753
XGBoost,1112,391,1,1.0,0.8955,1.0,0.753
XGBoost,1112,393,1,1.0,0.8955,1.0,0.753
XGBoost,1112,394,1,1.0,0.8955,1.0,0.753
XGBoost,1112,395,1,0.0,0.5705,0.0,0.753
XGBoost,1112,396,1,0.0,0.5705,0.0,0.753
XGBoost,1112,401,1,1.0,0.9766,1.0,0.753
XGBoost,1112,410,1,1.0,0.832,1.0,0.753
XGBoost,1112,411,1,1.0,0.7745,1.0,0.753
XGBoost,1112,413,1,1.0,0.832,1.0,0.753
XGBoost,1112,416,1,1.0,0.9735,1.0,0.753
XGBoost,1112,417,1,1.0,0.9735,1.0,0.753
XGBoost,1112,418,1,1.0,0.9735,1.0,0.753
XGBoost,1112,419,1,1.0,0.9735,1.0,0.753
XGBoost,1112,424,1,0.0,0.0436,0.0,0.753
XGBoost,1112,454,1,1.0,0.849,1.0,0.753
XGBoost,1112,482,1,1.0,0.8658,1.0,0.753
XGBoost,1112,483,1,1.0,0.8658,1.0,0.753
XGBoost,1112,493,1,1.0,0.8658,1.0,0.753
XGBoost,1112,514,1,0.0,0.0472,0.0,0.753
XGBoost,1112,516,0,0.0,0.0478,1.0,0.753
XGBoost,1112,517,0,0.0,0.0768,1.0,0.753
XGBoost,1112,533,0,0.0,0.063,1.0,0.753
XGBoost,1112,609,1,0.0,0.6567,0.0,0.753
XGBoost,1112,610,1,0.0,0.6567,0.0,0.753
XGBoost,1112,619,1,1.0,0.9365,1.0,0.753
XGBoost,1112,620,1,1.0,0.9365,1.0,0.753
XGBoost,1112,621,1,1.0,0.8468,1.0,0.753
XGBoost,1112,622,1,1.0,0.8468,1.0,0.753
XGBoost,1112,623,1,0.0,0.6732,0.0,0.753
XGBoost,1112,624,1,0.0,0.6732,0.0,0.753
XGBoost,1112,625,1,0.0,0.0418,0.0,0.753
XGBoost,1112,626,1,0.0,0.0403,0.0,0.753
XGBoost,1112,628,1,0.0,0.5569,0.0,0.753
XGBoost,1112,636,0,1.0,0.8437,0.0,0.753
XGBoost,1112,638,1,0.0,0.7135,0.0,0.753
XGBoost,1112,639,1,0.0,0.4751,0.0,0.753
XGBoost,1112,641,1,0.0,0.116,0.0,0.753
XGBoost,1112,642,1,0.0,0.7119,0.0,0.753
XGBoost,1112,643,1,0.0,0.7119,0.0,0.753
XGBoost,1112,645,1,0.0,0.2621,0.0,0.753
XGBoost,1112,646,1,0.0,0.3586,0.0,0.753
XGBoost,1112,647,1,0.0,0.2914,0.0,0.753
XGBoost,1112,648,1,0.0,0.2899,0.0,0.753
XGBoost,1112,649,1,0.0,0.3214,0.0,0.753
XGBoost,1112,650,1,0.0,0.412,0.0,0.753
XGBoost,1112,653,1,0.0,0.0773,0.0,0.753
XGBoost,1112,654,1,0.0,0.1081,0.0,0.753
XGBoost,1112,655,1,0.0,0.0859,0.0,0.753
XGBoost,1112,658,1,0.0,0.7316,0.0,0.753
XGBoost,1112,660,1,0.0,0.7082,0.0,0.753
XGBoost,1112,661,1,0.0,0.5978,0.0,0.753
XGBoost,1112,662,1,0.0,0.5927,0.0,0.753
XGBoost,1112,680,1,0.0,0.6724,0.0,0.753
XGBoost,1112,681,1,0.0,0.6724,0.0,0.753
XGBoost,1112,682,1,1.0,0.9648,1.0,0.753
XGBoost,1112,683,1,1.0,0.9043,1.0,0.753
XGBoost,1112,684,1,1.0,0.9043,1.0,0.753
XGBoost,1112,699,1,0.0,0.5259,0.0,0.753
XGBoost,1112,702,1,0.0,0.5259,0.0,0.753
XGBoost,1112,741,1,1.0,0.8462,1.0,0.753
XGBoost,1112,742,1,1.0,0.8462,1.0,0.753
XGBoost,1112,743,0,1.0,0.9319,0.0,0.753
XGBoost,1112,748,1,0.0,0.2138,0.0,0.753
XGBoost,1112,749,1,0.0,0.5562,0.0,0.753
XGBoost,1112,834,0,0.0,0.0087,1.0,0.753
XGBoost,1112,835,1,1.0,0.9856,1.0,0.753
XGBoost,1112,836,1,1.0,0.8108,1.0,0.753
XGBoost,1112,840,1,1.0,0.9873,1.0,0.753
XGBoost,1112,842,1,1.0,0.99,1.0,0.753
XGBoost,1112,843,1,1.0,0.9873,1.0,0.753
XGBoost,1112,850,1,0.0,0.5474,0.0,0.753
XGBoost,1112,854,0,0.0,0.0258,1.0,0.753
XGBoost,1112,857,0,0.0,0.076,1.0,0.753
XGBoost,1112,860,1,0.0,0.354,0.0,0.753
XGBoost,1112,861,1,0.0,0.0936,0.0,0.753
XGBoost,1112,862,1,1.0,0.9436,1.0,0.753
XGBoost,1112,929,1,0.0,0.5595,0.0,0.753
XGBoost,1112,930,1,0.0,0.4152,0.0,0.753
XGBoost,1112,949,1,0.0,0.6402,0.0,0.753
XGBoost,1112,957,0,0.0,0.0259,1.0,0.753
XGBoost,1112,958,1,0.0,0.1326,0.0,0.753
XGBoost,1112,960,1,0.0,0.6859,0.0,0.753
XGBoost,1112,983,1,0.0,0.6307,0.0,0.753
XGBoost,1112,984,1,0.0,0.6787,0.0,0.753
XGBoost,1112,985,1,0.0,0.6787,0.0,0.753
XGBoost,1112,986,1,0.0,0.6787,0.0,0.753
XGBoost,1112,987,1,0.0,0.67,0.0,0.753
XGBoost,1112,988,1,0.0,0.6787,0.0,0.753
XGBoost,1112,989,1,0.0,0.6787,0.0,0.753
XGBoost,1112,990,1,0.0,0.0703,0.0,0.753
XGBoost,1112,991,1,0.0,0.6787,0.0,0.753
XGBoost,1112,994,1,1.0,0.9227,1.0,0.753
XGBoost,1112,995,1,1.0,0.9227,1.0,0.753
XGBoost,1112,996,1,0.0,0.6964,0.0,0.753
XGBoost,1112,998,0,0.0,0.016,1.0,0.753
XGBoost,1112,999,0,0.0,0.0491,1.0,0.753
XGBoost,1112,1000,0,0.0,0.0719,1.0,0.753
XGBoost,1112,1005,0,0.0,0.1183,1.0,0.753
XGBoost,1112,1006,0,0.0,0.1183,1.0,0.753
XGBoost,1112,1009,1,0.0,0.0221,0.0,0.753
XGBoost,1112,1010,1,0.0,0.0777,0.0,0.753
XGBoost,1112,1011,0,0.0,0.0273,1.0,0.753
XGBoost,1112,1019,1,0.0,0.499,0.0,0.753
XGBoost,1112,1020,0,0.0,0.2498,1.0,0.753
XGBoost,1112,1021,1,0.0,0.499,0.0,0.753
XGBoost,1112,1048,1,0.0,0.5688,0.0,0.753
XGBoost,1112,1049,1,0.0,0.5688,0.0,0.753
XGBoost,1112,1050,1,0.0,0.5688,0.0,0.753
XGBoost,1112,1051,1,0.0,0.5688,0.0,0.753
XGBoost,1112,1054,1,0.0,0.033,0.0,0.753
XGBoost,1112,1062,1,0.0,0.6686,0.0,0.753
XGBoost,1112,1063,1,0.0,0.6686,0.0,0.753
XGBoost,1112,1127,0,0.0,0.0142,1.0,0.753
XGBoost,1112,1135,1,1.0,0.9442,1.0,0.753
XGBoost,1112,1136,1,1.0,0.9442,1.0,0.753
XGBoost,1112,1137,1,1.0,0.9442,1.0,0.753
XGBoost,1112,1138,1,1.0,0.9442,1.0,0.753
XGBoost,1112,1140,1,1.0,0.9442,1.0,0.753
XGBoost,1112,1141,1,1.0,0.8775,1.0,0.753
XGBoost,1112,1145,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1148,1,1.0,0.8775,1.0,0.753
XGBoost,1112,1149,1,0.0,0.7051,0.0,0.753
XGBoost,1112,1150,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1151,1,0.0,0.7051,0.0,0.753
XGBoost,1112,1152,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1153,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1154,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1157,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1158,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1159,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1160,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1161,1,1.0,0.8775,1.0,0.753
XGBoost,1112,1162,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1163,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1164,1,1.0,0.8775,1.0,0.753
XGBoost,1112,1165,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1166,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1167,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1168,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1169,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1170,1,0.0,0.7119,0.0,0.753
XGBoost,1112,1171,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1172,1,0.0,0.3617,0.0,0.753
XGBoost,1112,1174,1,1.0,0.8586,1.0,0.753
XGBoost,1112,1177,0,1.0,0.8032,0.0,0.753
XGBoost,1112,1179,1,1.0,0.8797,1.0,0.753
XGBoost,1112,1180,1,1.0,0.8797,1.0,0.753
XGBoost,1112,1181,1,1.0,0.7764,1.0,0.753
XGBoost,1112,1182,1,1.0,0.7764,1.0,0.753
XGBoost,1112,1183,1,1.0,0.89,1.0,0.753
XGBoost,1112,1184,1,1.0,0.89,1.0,0.753
XGBoost,1112,1189,1,0.0,0.681,0.0,0.753
XGBoost,1112,1190,1,0.0,0.151,0.0,0.753
XGBoost,1112,1191,1,0.0,0.0865,0.0,0.753
XGBoost,1112,1197,1,1.0,0.7784,1.0,0.753
XGBoost,1112,1198,1,1.0,0.7784,1.0,0.753
XGBoost,1112,1844,1,1.0,0.9438,1.0,0.753
XGBoost,1112,1845,0,0.0,0.119,1.0,0.753
XGBoost,1112,1982,1,1.0,0.9297,1.0,0.753
XGBoost,1112,1983,1,1.0,0.7826,1.0,0.753
XGBoost,1112,2002,1,1.0,0.8265,1.0,0.753
XGBoost,1112,2003,1,1.0,0.8265,1.0,0.753
XGBoost,1112,2007,1,0.0,0.6157,0.0,0.753
XGBoost,1112,2009,0,0.0,0.0606,1.0,0.753
XGBoost,1112,2063,0,0.0,0.023,1.0,0.753
XGBoost,1112,2150,1,0.0,0.4629,0.0,0.753
XGBoost,1112,2152,0,0.0,0.1812,1.0,0.753
XGBoost,1112,2153,1,1.0,0.9009,1.0,0.753
XGBoost,1112,2154,1,0.0,0.5731,0.0,0.753
XGBoost,1112,2297,1,0.0,0.7091,0.0,0.753
XGBoost,1112,2298,1,0.0,0.7091,0.0,0.753
XGBoost,1112,2299,1,0.0,0.7091,0.0,0.753
XGBoost,1112,2314,1,1.0,0.8585,1.0,0.753
XGBoost,1112,2315,1,1.0,0.8585,1.0,0.753
XGBoost,1112,2341,1,1.0,0.9816,1.0,0.753
XGBoost,1112,2343,1,1.0,0.9522,1.0,0.753
XGBoost,1112,2344,1,1.0,0.9522,1.0,0.753
XGBoost,1112,2345,1,1.0,0.8788,1.0,0.753
XGBoost,1112,2347,1,1.0,0.8788,1.0,0.753
XGBoost,1112,2348,1,1.0,0.8788,1.0,0.753
XGBoost,1112,2349,1,1.0,0.7612,1.0,0.753
XGBoost,1112,2351,1,0.0,0.1122,0.0,0.753
XGBoost,1112,2356,1,0.0,0.2049,0.0,0.753
XGBoost,1112,2357,1,1.0,0.8149,1.0,0.753
XGBoost,1112,2375,1,0.0,0.1658,0.0,0.753
XGBoost,1112,2378,1,1.0,0.806,1.0,0.753
XGBoost,1112,2387,0,0.0,0.0796,1.0,0.753
XGBoost,1112,2497,1,0.0,0.393,0.0,0.753
XGBoost,1112,2498,1,0.0,0.393,0.0,0.753
XGBoost,1112,2503,1,1.0,0.7984,1.0,0.753
XGBoost,1112,2504,1,1.0,0.7835,1.0,0.753
XGBoost,1112,2505,1,1.0,0.8497,1.0,0.753
XGBoost,1112,2522,1,1.0,0.7972,1.0,0.753
XGBoost,1112,2526,1,0.0,0.0615,0.0,0.753
XGBoost,1112,2561,1,1.0,0.9368,1.0,0.753
XGBoost,1112,2564,1,1.0,0.8899,1.0,0.753
XGBoost,1112,2565,1,1.0,0.7841,1.0,0.753
XGBoost,1112,2576,1,1.0,0.9273,1.0,0.753
XGBoost,1112,2577,1,1.0,0.8888,1.0,0.753
XGBoost,1112,2630,1,0.0,0.0623,0.0,0.753
XGBoost,1112,2631,1,0.0,0.7421,0.0,0.753
XGBoost,1112,2632,1,0.0,0.7421,0.0,0.753
XGBoost,1112,2665,1,1.0,0.9822,1.0,0.753
XGBoost,1112,2682,1,1.0,0.8434,1.0,0.753
XGBoost,1112,2688,1,1.0,0.768,1.0,0.753
XGBoost,1112,2689,1,1.0,0.7956,1.0,0.753
XGBoost,1112,2692,1,0.0,0.73,0.0,0.753
XGBoost,1112,2693,1,0.0,0.73,0.0,0.753
XGBoost,1112,2799,1,1.0,0.8702,1.0,0.753
XGBoost,1112,2800,1,1.0,0.7808,1.0,0.753
XGBoost,1112,2818,0,0.0,0.6496,1.0,0.753
XGBoost,1112,2819,1,0.0,0.6364,0.0,0.753
XGBoost,1112,2975,1,0.0,0.6117,0.0,0.753
XGBoost,1112,3005,0,0.0,0.2984,1.0,0.753
XGBoost,1112,3023,0,0.0,0.0606,1.0,0.753
XGBoost,1112,3025,0,0.0,0.239,1.0,0.753
XGBoost,1112,3094,0,0.0,0.0344,1.0,0.753
XGBoost,1112,3096,0,0.0,0.2362,1.0,0.753
XGBoost,1112,3318,0,0.0,0.0205,1.0,0.753
XGBoost,1112,3847,1,0.0,0.5918,0.0,0.753
XGBoost,1112,3852,1,0.0,0.7021,0.0,0.753
XGBoost,1112,3853,1,1.0,0.7583,1.0,0.753
XGBoost,1112,3918,1,1.0,0.7632,1.0,0.753
XGBoost,1112,3929,1,1.0,0.8823,1.0,0.753
XGBoost,1112,3933,0,0.0,0.3,1.0,0.753
XGBoost,1112,3934,0,0.0,0.4167,1.0,0.753
XGBoost,1112,3940,1,1.0,0.908,1.0,0.753
XGBoost,1112,4055,1,1.0,0.8737,1.0,0.753
XGBoost,1112,4057,1,1.0,0.8784,1.0,0.753
XGBoost,1112,4065,1,1.0,0.8094,1.0,0.753
XGBoost,1112,4151,1,1.0,0.9246,1.0,0.753
XGBoost,1112,4152,1,0.0,0.038,0.0,0.753
XGBoost,1112,4158,1,0.0,0.0483,0.0,0.753
XGBoost,1112,4739,1,1.0,0.8538,1.0,0.753
XGBoost,1112,5092,1,1.0,0.9164,1.0,0.753
XGBoost,1112,5100,1,1.0,0.9164,1.0,0.753
XGBoost,1112,5352,1,1.0,0.8737,1.0,0.753
XGBoost,1112,5372,1,1.0,0.8737,1.0,0.753
XGBoost,1112,5373,1,1.0,0.8737,1.0,0.753
XGBoost,1112,5968,1,1.0,0.9758,1.0,0.753
XGBoost,1112,5972,1,1.0,0.8987,1.0,0.753
XGBoost,1112,5973,0,0.0,0.0534,1.0,0.753
XGBoost,1112,5977,1,1.0,0.7793,1.0,0.753
XGBoost,1112,5978,1,1.0,0.7793,1.0,0.753
XGBoost,1112,5985,0,0.0,0.4789,1.0,0.753
XGBoost,1112,5986,1,0.0,0.497,0.0,0.753
XGBoost,1112,5987,0,0.0,0.1192,1.0,0.753
XGBoost,1112,5998,1,0.0,0.7103,0.0,0.753
XGBoost,1112,6332,1,1.0,0.9194,1.0,0.753
XGBoost,1112,6357,1,0.0,0.2386,0.0,0.753
XGBoost,1112,6422,1,0.0,0.2298,0.0,0.753
XGBoost,1112,6508,1,0.0,0.1191,0.0,0.753
XGBoost,1112,6509,0,0.0,0.0287,1.0,0.753
XGBoost,1112,6510,1,1.0,0.9675,1.0,0.753
XGBoost,1112,6512,1,1.0,0.9675,1.0,0.753
XGBoost,1112,6517,1,1.0,0.9172,1.0,0.753
XGBoost,1112,6526,1,0.0,0.6665,0.0,0.753
XGBoost,1112,6527,1,0.0,0.6665,0.0,0.753
XGBoost,1112,7116,1,0.0,0.1422,0.0,0.753
CatBoost,1112,18,1,1.0,0.9579,1.0,0.329
CatBoost,1112,19,1,1.0,0.9579,1.0,0.329
CatBoost,1112,20,1,1.0,0.9579,1.0,0.329
CatBoost,1112,21,1,1.0,0.9579,1.0,0.329
CatBoost,1112,23,1,1.0,0.9579,1.0,0.329
CatBoost,1112,24,1,1.0,0.9579,1.0,0.329
CatBoost,1112,25,1,1.0,0.9579,1.0,0.329
CatBoost,1112,26,1,1.0,0.9111,1.0,0.329
CatBoost,1112,27,1,1.0,0.9679,1.0,0.329
CatBoost,1112,28,1,1.0,0.9679,1.0,0.329
CatBoost,1112,105,1,1.0,0.9842,1.0,0.329
CatBoost,1112,142,1,1.0,0.9842,1.0,0.329
CatBoost,1112,144,1,1.0,0.9819,1.0,0.329
CatBoost,1112,157,1,0.0,0.2934,0.0,0.329
CatBoost,1112,161,1,1.0,0.9281,1.0,0.329
CatBoost,1112,175,1,1.0,0.6354,1.0,0.329
CatBoost,1112,183,1,1.0,0.9854,1.0,0.329
CatBoost,1112,187,1,0.0,0.0186,0.0,0.329
CatBoost,1112,189,1,1.0,0.9902,1.0,0.329
CatBoost,1112,191,1,0.0,0.1788,0.0,0.329
CatBoost,1112,194,1,1.0,0.9799,1.0,0.329
CatBoost,1112,228,1,1.0,0.7949,1.0,0.329
CatBoost,1112,229,1,0.0,0.0991,0.0,0.329
CatBoost,1112,230,1,0.0,0.0937,0.0,0.329
CatBoost,1112,231,1,1.0,0.7955,1.0,0.329
CatBoost,1112,241,1,1.0,0.9113,1.0,0.329
CatBoost,1112,242,1,1.0,0.9678,1.0,0.329
CatBoost,1112,243,1,1.0,0.9678,1.0,0.329
CatBoost,1112,245,1,1.0,0.9678,1.0,0.329
CatBoost,1112,246,1,1.0,0.9678,1.0,0.329
CatBoost,1112,247,1,1.0,0.9678,1.0,0.329
CatBoost,1112,248,1,1.0,0.9678,1.0,0.329
CatBoost,1112,249,1,1.0,0.9113,1.0,0.329
CatBoost,1112,250,1,1.0,0.9678,1.0,0.329
CatBoost,1112,253,1,1.0,0.8356,1.0,0.329
CatBoost,1112,254,1,1.0,0.8356,1.0,0.329
CatBoost,1112,257,1,1.0,0.7729,1.0,0.329
CatBoost,1112,258,1,1.0,0.6391,1.0,0.329
CatBoost,1112,274,1,1.0,0.9714,1.0,0.329
CatBoost,1112,275,1,1.0,0.9714,1.0,0.329
CatBoost,1112,276,1,1.0,0.9509,1.0,0.329
CatBoost,1112,277,1,1.0,0.9714,1.0,0.329
CatBoost,1112,278,1,1.0,0.9714,1.0,0.329
CatBoost,1112,279,1,1.0,0.9714,1.0,0.329
CatBoost,1112,280,1,1.0,0.9714,1.0,0.329
CatBoost,1112,281,1,1.0,0.9509,1.0,0.329
CatBoost,1112,282,1,1.0,0.9714,1.0,0.329
CatBoost,1112,283,1,1.0,0.9714,1.0,0.329
CatBoost,1112,284,1,1.0,0.9714,1.0,0.329
CatBoost,1112,285,1,1.0,0.9714,1.0,0.329
CatBoost,1112,286,1,1.0,0.9509,1.0,0.329
CatBoost,1112,287,1,1.0,0.9714,1.0,0.329
CatBoost,1112,288,1,1.0,0.9714,1.0,0.329
CatBoost,1112,289,1,1.0,0.9509,1.0,0.329
CatBoost,1112,290,1,1.0,0.9509,1.0,0.329
CatBoost,1112,291,1,1.0,0.9509,1.0,0.329
CatBoost,1112,292,1,1.0,0.9509,1.0,0.329
CatBoost,1112,293,1,1.0,0.9714,1.0,0.329
CatBoost,1112,294,1,1.0,0.9714,1.0,0.329
CatBoost,1112,295,1,1.0,0.9509,1.0,0.329
CatBoost,1112,297,1,1.0,0.8375,1.0,0.329
CatBoost,1112,298,1,1.0,0.8375,1.0,0.329
CatBoost,1112,307,1,1.0,0.9389,1.0,0.329
CatBoost,1112,308,1,1.0,0.9603,1.0,0.329
CatBoost,1112,309,1,1.0,0.9786,1.0,0.329
CatBoost,1112,310,1,1.0,0.9388,1.0,0.329
CatBoost,1112,311,1,1.0,0.8749,1.0,0.329
CatBoost,1112,313,1,1.0,0.9728,1.0,0.329
CatBoost,1112,314,1,1.0,0.9691,1.0,0.329
CatBoost,1112,315,1,0.0,0.0795,0.0,0.329
CatBoost,1112,316,1,1.0,0.967,1.0,0.329
CatBoost,1112,317,1,1.0,0.9722,1.0,0.329
CatBoost,1112,318,1,1.0,0.9722,1.0,0.329
CatBoost,1112,354,1,1.0,0.7173,1.0,0.329
CatBoost,1112,355,1,1.0,0.8386,1.0,0.329
CatBoost,1112,356,1,1.0,0.8386,1.0,0.329
CatBoost,1112,357,1,1.0,0.8344,1.0,0.329
CatBoost,1112,358,1,1.0,0.877,1.0,0.329
CatBoost,1112,361,1,1.0,0.9366,1.0,0.329
CatBoost,1112,362,1,1.0,0.9366,1.0,0.329
CatBoost,1112,367,1,1.0,0.9588,1.0,0.329
CatBoost,1112,368,1,1.0,0.9366,1.0,0.329
CatBoost,1112,370,1,1.0,0.82,1.0,0.329
CatBoost,1112,373,1,1.0,0.8395,1.0,0.329
CatBoost,1112,374,1,1.0,0.8395,1.0,0.329
CatBoost,1112,375,1,0.0,0.1646,0.0,0.329
CatBoost,1112,389,1,1.0,0.6484,1.0,0.329
CatBoost,1112,390,0,1.0,0.7683,0.0,0.329
CatBoost,1112,391,1,1.0,0.6484,1.0,0.329
CatBoost,1112,393,1,1.0,0.6484,1.0,0.329
CatBoost,1112,394,1,1.0,0.6484,1.0,0.329
CatBoost,1112,395,1,1.0,0.5548,1.0,0.329
CatBoost,1112,396,1,1.0,0.5548,1.0,0.329
CatBoost,1112,401,1,1.0,0.9663,1.0,0.329
