gcid,filePath,folder,all_files,num_files,total_changes,first_revision,last_revision
772,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,1,242,242
773,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,1,242,242
775,DisplayPanel.java,,DisplayPanel.java,1,16,289,690
776,DisplayPanel.java,,DisplayPanel.java,1,1,289,289
777,DisplayPanel.java,,DisplayPanel.java,1,1,289,289
778,DisplayPanel.java,,DisplayPanel.java,1,1,289,289
780,DisplayPanel.java,,DisplayPanel.java,1,1,289,289
781,DisplayPanel.java,,DisplayPanel.java,1,7,289,630
782,DisplayPanel.java,,DisplayPanel.java,1,10,289,630
783,DisplayPanel.java,,DisplayPanel.java,1,15,289,689
784,DisplayPanel.java,,DisplayPanel.java,1,16,289,689
785,DisplayPanel.java,,DisplayPanel.java,1,6,302,629
786,DisplayPanel.java,,DisplayPanel.java,1,4,302,687
787,DisplayPanel.java,,DisplayPanel.java,1,18,289,912
788,DisplayPanel.java,,DisplayPanel.java,1,24,289,907
789,DisplayPanel.java,,DisplayPanel.java,1,24,289,912
790,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,4,242,315
791,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,4,242,315
792,HeapSorter.java,,HeapSorter.java,1,3,290,482
793,HeapSorter.java,,HeapSorter.java,1,3,290,482
794,HeapSorter.java,,HeapSorter.java,1,2,290,315
795,HeapSorter.java,,HeapSorter.java,1,2,290,315
796,HeapSorter.java,,HeapSorter.java,1,4,290,498
797,HeapSorter.java,,HeapSorter.java,1,1,315,315
798,Gaussian90Reader.java,,Gaussian90Reader.java,1,3,302,334
799,DaltonReader.java,,DaltonReader.java,1,4,315,482
800,JaguarReader.java,,JaguarReader.java,1,5,315,627
801,Gaussian90Reader.java,,Gaussian90Reader.java,1,5,302,482
802,Gaussian90Reader.java,,Gaussian90Reader.java,1,3,315,482
803,Gaussian90Reader.java,,Gaussian90Reader.java,1,5,302,731
804,Gaussian90Reader.java,,Gaussian90Reader.java,1,2,302,315
805,Gaussian90Reader.java,,Gaussian90Reader.java,1,5,302,990
806,AtomicSymbol.java,,AtomicSymbol.java,1,3,302,673
807,ADFReader.java,,ADFReader.java,1,2,302,315
808,AtomicSymbol.java,,AtomicSymbol.java,1,2,302,315
809,DaltonReader.java,,DaltonReader.java,1,2,302,315
810,XYZReader.java,,XYZReader.java,1,3,298,315
811,GamessReader.java,,GamessReader.java,1,6,302,990
812,JaguarReader.java,,JaguarReader.java,1,5,302,990
813,MopacReader.java,,MopacReader.java,1,4,302,360
814,GamessReader.java,,GamessReader.java,1,6,302,990
815,JaguarReader.java,,JaguarReader.java,1,3,302,334
816,MopacReader.java,,MopacReader.java,1,3,302,334
817,JaguarReader.java,,JaguarReader.java,1,5,302,731
818,MopacReader.java,,MopacReader.java,1,4,302,360
819,JaguarReader.java,,JaguarReader.java,1,5,302,627
820,JaguarReader.java,,JaguarReader.java,1,5,302,627
821,JaguarReader.java,,JaguarReader.java,1,4,315,627
822,MopacReader.java,,MopacReader.java,1,3,302,360
823,MopacReader.java,,MopacReader.java,1,3,302,360
824,MopacReader.java,,MopacReader.java,1,3,302,360
825,ChemFrame.java,,ChemFrame.java,1,8,287,338
826,ChemFrame.java,,ChemFrame.java,1,8,287,540
827,ChemFrame.java,,ChemFrame.java,1,2,294,315
828,ChemFrame.java,,ChemFrame.java,1,8,287,338
829,ChemFrame.java,,ChemFrame.java,1,2,294,315
830,ChemFrame.java,,ChemFrame.java,1,7,298,541
831,DisplayPanel.java,,DisplayPanel.java,1,8,298,647
832,DisplayPanel.java,,DisplayPanel.java,1,3,302,498
834,SortedTableModel.java,,SortedTableModel.java,1,1,315,315
835,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,2,302,315
836,LoopedStreams.java,,LoopedStreams.java,1,2,302,315
838,Gaussian98Reader.java,,Gaussian98Reader.java,1,3,315,335
839,Distance.java,,Distance.java,1,4,302,498
840,Distance.java,,Distance.java,1,2,302,315
841,Dihedral.java,,Dihedral.java,1,2,302,315
842,MeasurementListEvent.java,,MeasurementListEvent.java,1,3,302,498
843,CMLSaver.java,,CMLSaver.java,1,2,302,315
844,PovraySaver.java,,PovraySaver.java,1,1,302,302
845,Gaussian90Reader.java,,Gaussian90Reader.java,1,4,302,731
846,Gaussian98Reader.java,,Gaussian98Reader.java,1,4,302,731
847,Gaussian92Reader.java,,Gaussian92Reader.java,1,4,302,731
848,Gaussian94Reader.java,,Gaussian94Reader.java,1,4,302,731
849,Gaussian98Reader.java,,Gaussian98Reader.java,1,4,302,498
850,JMolCDO.java,,JMolCDO.java,1,3,302,324
851,JMolCDO.java,,JMolCDO.java,1,1,315,315
852,PropertyGraph.java,,PropertyGraph.java,1,5,302,598
853,Vibrate.java,,Vibrate.java,1,6,304,860
854,PovrayDialog.java,,PovrayDialog.java,1,1,309,309
855,PovrayDialog.java,,PovrayDialog.java,1,2,309,498
856,AboutDialog.java,,AboutDialog.java,1,2,315,482
857,HelpDialog.java,,HelpDialog.java,1,2,315,482
858,WhatsNewDialog.java,,WhatsNewDialog.java,1,2,315,482
859,GamessReader.java,,GamessReader.java,1,2,324,731
860,JmolApplet.java,,JmolApplet.java,1,4,323,788
861,JmolApplet.java,,JmolApplet.java,1,4,323,788
862,XYZReader.java,,XYZReader.java,1,1,324,324
863,CMLReader.java,,CMLReader.java,1,1,381,381
867,ChemFrame.java,,ChemFrame.java,1,3,332,338
869,Atom.java,,Atom.java,1,5,333,958
870,Atom.java,,Atom.java,1,1,360,360
877,AtomPropsMenu.java,,AtomPropsMenu.java,1,1,333,333
881,ChemFrame.java,,ChemFrame.java,1,2,333,338
882,ChemFrame.java,,ChemFrame.java,1,2,333,338
883,ChemFrame.java,,ChemFrame.java,1,2,333,338
884,ChemFrame.java,,ChemFrame.java,1,2,333,338
885,CMLReader.java,,CMLReader.java,1,2,333,334
887,CMLReader.java,,CMLReader.java,1,1,334,334
888,ChemFile.java,,ChemFile.java,1,1,334,334
889,ChemFile.java,,ChemFile.java,1,1,335,335
890,ChemFile.java,,ChemFile.java,1,1,334,334
891,ChemFile.java,,ChemFile.java,1,1,335,335
892,ChemFile.java,,ChemFile.java,1,5,361,977
893,ChemFile.java,,ChemFile.java,1,3,361,821
894,Gaussian98Reader.java,,Gaussian98Reader.java,1,1,335,335
895,Gaussian98Reader.java,,Gaussian98Reader.java,1,2,335,482
896,PDBReader.java,,PDBReader.java,1,2,335,482
897,CMLReader.java,,CMLReader.java,1,1,335,335
968,JmolApplet.java,,JmolApplet.java,1,4,370,899
979,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,3,361,498
980,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,3,361,498
984,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,2,361,498
985,MeasureRenderer.java,,MeasureRenderer.java,1,11,482,912
986,MeasureRenderer.java,,MeasureRenderer.java,1,6,495,709
987,MeasureRenderer.java,,MeasureRenderer.java,1,6,482,709
989,TestAtomTypeSet.java,,TestAtomTypeSet.java,1,2,374,498
990,TestAtomTypesModel.java,,TestAtomTypesModel.java,1,1,498,498
991,DisplayPanel.java,,DisplayPanel.java,1,1,512,512
992,CMLReader.java,,CMLReader.java,1,1,387,387
993,CMLReader.java,,CMLReader.java,1,1,387,387
994,BMPFile.java,,BMPFile.java,1,1,420,420
998,PngEncoder.java,,PngEncoder.java,1,1,420,420
999,Atom.java,,Atom.java,1,8,519,758
1000,Atom.java,,Atom.java,1,9,438,758
1002,LineBondRenderer.java,,LineBondRenderer.java,1,1,498,498
1003,WireframeBondRenderer.java,,WireframeBondRenderer.java,1,5,498,645
1004,QuickdrawBondRenderer.java,,QuickdrawBondRenderer.java,1,5,498,645
1005,ShadingBondRenderer.java,,ShadingBondRenderer.java,1,5,498,645
1006,LineBondRenderer.java,,LineBondRenderer.java,1,1,498,498
1007,ShadingBondRenderer.java,,ShadingBondRenderer.java,1,1,498,498
1008,QuickdrawBondRenderer.java,,QuickdrawBondRenderer.java,1,1,498,498
1009,HistoryFile.java,,HistoryFile.java,1,1,957,957
1010,HistoryFile.java,,HistoryFile.java,1,1,957,957
1012,Preferences.java,,Preferences.java,1,3,450,498
1014,GhemicalMMReader.java,,GhemicalMMReader.java,1,1,482,482
1015,MdlReader.java,,MdlReader.java,1,1,482,482
1018,Mopac7Reader.java,,Mopac7Reader.java,1,1,731,731
1019,Mopac97Reader.java,,Mopac97Reader.java,1,3,559,851
1020,Mopac97Reader.java,,Mopac97Reader.java,1,1,990,990
1021,Mopac7Reader.java,,Mopac7Reader.java,1,1,990,990
1022,Mopac7Reader.java,,Mopac7Reader.java,1,1,498,498
1023,Mopac97Reader.java,,Mopac97Reader.java,1,2,484,498
1024,JaguarReader.java,,JaguarReader.java,1,2,482,627
1025,Mopac97Reader.java,,Mopac97Reader.java,1,1,482,482
1026,Mopac7Reader.java,,Mopac7Reader.java,1,1,482,482
1027,Mopac7Reader.java,,Mopac7Reader.java,1,1,482,482
1028,Mopac7Reader.java,,Mopac7Reader.java,1,1,482,482
1029,Mopac7Reader.java,,Mopac7Reader.java,1,2,482,498
1030,Mopac97Reader.java,,Mopac97Reader.java,1,3,482,984
1031,Mopac97Reader.java,,Mopac97Reader.java,1,2,482,984
1032,Mopac97Reader.java,,Mopac97Reader.java,1,2,482,984
1033,Mopac97Reader.java,,Mopac97Reader.java,1,2,482,984
1034,Jmol.java,,Jmol.java,1,16,476,860
1035,AtomTypeTable.java,,AtomTypeTable.java,1,2,482,498
1037,Atom.java,,Atom.java,1,2,519,645
1038,ChemFrame.java,,ChemFrame.java,1,13,495,815
1039,ChemFrame.java,,ChemFrame.java,1,8,494,627
1040,ChemFrame.java,,ChemFrame.java,1,2,494,495
1041,ChemFrame.java,,ChemFrame.java,1,6,494,568
1042,Jmol.java,,Jmol.java,1,6,497,574
1043,DisplaySettings.java,,DisplaySettings.java,1,2,501,583
1045,ABINITReader.java,,ABINITReader.java,1,1,506,506
1046,ABINITReader.java,,ABINITReader.java,1,1,506,506
1047,ABINITReader.java,,ABINITReader.java,1,1,506,506
1048,ABINITReader.java,,ABINITReader.java,1,2,506,590
1049,ABINITReader.java,,ABINITReader.java,1,2,506,590
1050,ABINITReader.java,,ABINITReader.java,1,3,506,590
1051,ABINITReader.java,,ABINITReader.java,1,1,506,506
1053,ABINITReader.java,,ABINITReader.java,1,3,506,590
1054,ABINITReader.java,,ABINITReader.java,1,4,506,597
1057,AtomShape.java,,AtomShape.java,1,3,638,754
1059,AtomShape.java,,AtomShape.java,1,1,529,529
1061,AtomVectorShape.java,,AtomVectorShape.java,1,3,692,731
1064,LineBondRenderer.java,,LineBondRenderer.java,1,2,606,645
1065,QuickdrawAtomRenderer.java,,QuickdrawAtomRenderer.java,1,2,606,645
1066,ShadingAtomRenderer.java,,ShadingAtomRenderer.java,1,3,601,645
1067,WireframeAtomRenderer.java,,WireframeAtomRenderer.java,1,3,601,645
1068,ReaderFactory.java,,ReaderFactory.java,1,2,516,518
1069,XYZReader.java,,XYZReader.java,1,1,750,750
1071,DisplaySettings.java,,DisplaySettings.java,1,2,583,679
1074,DisplayPanel.java,,DisplayPanel.java,1,4,541,687
1075,DisplayPanel.java,,DisplayPanel.java,1,3,541,672
1076,DisplayPanel.java,,DisplayPanel.java,1,7,541,649
1078,DisplayPanel.java,,DisplayPanel.java,1,4,541,687
1079,DisplayPanel.java,,DisplayPanel.java,1,11,541,689
1080,ChemFrame.java,,ChemFrame.java,1,1,541,541
1084,DisplaySettings.java,,DisplaySettings.java,1,2,679,714
1085,DisplaySettings.java,,DisplaySettings.java,1,3,583,714
1086,DisplaySettings.java,,DisplaySettings.java,1,3,583,714
1087,DisplaySettings.java,,DisplaySettings.java,1,3,583,714
1088,DisplaySettings.java,,DisplaySettings.java,1,3,583,714
1089,Animate.java,,Animate.java,1,1,860,860
1090,CalculateChemicalShifts.java,,CalculateChemicalShifts.java,1,1,860,860
1091,Vibrate.java,,Vibrate.java,1,1,860,860
1092,PDBReader.java,,PDBReader.java,1,2,728,781
1093,PDBReader.java,,PDBReader.java,1,2,984,990
1094,PDBReader.java,,PDBReader.java,1,2,728,781
1095,ABINITReader.java,,ABINITReader.java,1,1,575,575
1096,ABINITReader.java,,ABINITReader.java,1,1,590,590
1097,ABINITReader.java,,ABINITReader.java,1,1,575,575
1098,ABINITReader.java,,ABINITReader.java,1,1,575,575
1099,ABINITReader.java,,ABINITReader.java,1,1,590,590
1100,ABINITReader.java,,ABINITReader.java,1,2,590,615
1102,ABINITReader.java,,ABINITReader.java,1,1,575,575
1104,ABINITReader.java,,ABINITReader.java,1,1,590,590
1105,ABINITReader.java,,ABINITReader.java,1,1,590,590
1107,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,4,577,672
1109,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,577,588
1110,Animate.java,,Animate.java,1,1,627,627
1111,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,4,577,739
1113,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,577,588
1116,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,3,577,637
1117,UnitCellBox.java,,UnitCellBox.java,1,3,627,958
1118,UnitCellBox.java,,UnitCellBox.java,1,3,627,958
1119,CrystalFile.java,,CrystalFile.java,1,1,731,731
1120,UnitCellBox.java,,UnitCellBox.java,1,2,627,731
1121,CrystalFile.java,,CrystalFile.java,1,1,731,731
1122,UnitCellBox.java,,UnitCellBox.java,1,1,731,731
1123,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,5,616,990
1124,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,5,616,990
1125,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,3,616,776
1126,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,8,577,860
1127,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,6,577,776
1128,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,577,588
1129,UnitCellBox.java,,UnitCellBox.java,1,1,731,731
1130,UnitCellBox.java,,UnitCellBox.java,1,1,731,731
1131,UnitCellBox.java,,UnitCellBox.java,1,2,627,731
1132,UnitCellBox.java,,UnitCellBox.java,1,2,627,731
1133,UnitCellBox.java,,UnitCellBox.java,1,2,627,731
1134,UnitCellBox.java,,UnitCellBox.java,1,2,627,731
1135,PreferencesDialog.java,,PreferencesDialog.java,1,9,585,877
1136,Preferences.java,,Preferences.java,1,1,579,579
1138,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1139,Preferences.java,,Preferences.java,1,1,579,579
1140,JmolResourceHandler.java,,JmolResourceHandler.java,1,3,580,587
1141,Preferences.java,,Preferences.java,1,1,579,579
1143,Preferences.java,,Preferences.java,1,1,579,579
1144,Preferences.java,,Preferences.java,1,2,579,731
1145,Preferences.java,,Preferences.java,1,2,579,731
1146,Preferences.java,,Preferences.java,1,1,579,579
1148,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1149,PreferencesDialog.java,,PreferencesDialog.java,1,11,585,877
1150,PreferencesDialog.java,,PreferencesDialog.java,1,8,585,834
1151,PreferencesDialog.java,,PreferencesDialog.java,1,9,585,869
1152,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1153,PreferencesDialog.java,,PreferencesDialog.java,1,4,585,738
1154,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1155,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1156,PreferencesDialog.java,,PreferencesDialog.java,1,9,585,877
1157,PreferencesDialog.java,,PreferencesDialog.java,1,9,585,877
1158,PreferencesDialog.java,,PreferencesDialog.java,1,8,585,877
1159,PreferencesDialog.java,,PreferencesDialog.java,1,2,585,605
1160,PreferencesDialog.java,,PreferencesDialog.java,1,3,728,731
1162,PreferencesDialog.java,,PreferencesDialog.java,1,7,585,877
1163,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1164,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1165,PreferencesDialog.java,,PreferencesDialog.java,1,8,585,877
1166,PreferencesDialog.java,,PreferencesDialog.java,1,6,585,834
1167,PreferencesDialog.java,,PreferencesDialog.java,1,11,585,877
1168,PreferencesDialog.java,,PreferencesDialog.java,1,11,585,869
1169,PreferencesDialog.java,,PreferencesDialog.java,1,10,585,877
1170,PreferencesDialog.java,,PreferencesDialog.java,1,9,585,877
1172,PreferencesDialog.java,,PreferencesDialog.java,1,4,831,877
1173,PreferencesDialog.java,,PreferencesDialog.java,1,3,830,834
1175,JmolResourceHandler.java,,JmolResourceHandler.java,1,1,587,587
1177,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,3,588,637
1178,ArrowLine.java,,ArrowLine.java,1,1,730,730
1179,PlainLine.java,,PlainLine.java,1,1,731,731
1180,VectorShape.java,,VectorShape.java,1,2,715,758
1182,CrystalBox.java,,CrystalBox.java,1,1,731,731
1185,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,10,589,731
1186,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,10,589,731
1187,ABINITReader.java,,ABINITReader.java,1,1,590,590
1188,ABINITReader.java,,ABINITReader.java,1,1,590,590
1189,ABINITReader.java,,ABINITReader.java,1,1,590,590
1190,ABINITReader.java,,ABINITReader.java,1,1,590,590
1191,ABINITReader.java,,ABINITReader.java,1,1,590,590
1192,ABINITReader.java,,ABINITReader.java,1,1,597,597
1194,PropertyGraph.java,,PropertyGraph.java,1,1,598,598
1199,ReaderFactory.java,,ReaderFactory.java,1,1,602,602
1203,ABINITInputReader.java,,ABINITInputReader.java,1,1,731,731
1204,ABINITOutputReader.java,,ABINITOutputReader.java,1,1,731,731
1205,ABINITOutputReader.java,,ABINITOutputReader.java,1,1,731,731
1206,ABINITInputReader.java,,ABINITInputReader.java,1,1,731,731
1207,ABINITInputReader.java,,ABINITInputReader.java,1,2,731,956
1208,ABINITOutputReader.java,,ABINITOutputReader.java,1,1,731,731
1209,ABINITOutputReader.java,,ABINITOutputReader.java,1,1,731,731
1210,ABINITInputReader.java,,ABINITInputReader.java,1,2,731,956
1211,ABINITOutputReader.java,,ABINITOutputReader.java,1,1,731,731
1212,ABINITInputReader.java,,ABINITInputReader.java,1,2,731,956
1213,ABINITOutputReader.java,,ABINITOutputReader.java,1,2,731,774
1214,ABINITInputReader.java,,ABINITInputReader.java,1,1,731,731
1215,ABINITInputReader.java,,ABINITInputReader.java,1,1,956,956
1218,ABINITInputReader.java,,ABINITInputReader.java,1,1,956,956
1225,ABINITReader.java,,ABINITReader.java,1,1,615,615
1226,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,776,860
1227,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,616,637
1228,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,616,637
1229,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,3,616,672
1230,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,4,616,739
1231,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,616,637
1232,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,4,616,739
1233,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,616,637
1235,EnergyBand.java,,EnergyBand.java,1,1,776,776
1236,EnergyBand.java,,EnergyBand.java,1,2,731,776
1242,AtomShape.java,,AtomShape.java,1,3,644,739
1243,AtomLabelShape.java,,AtomLabelShape.java,1,1,645,645
1244,AtomShape.java,,AtomShape.java,1,1,645,645
1245,AtomShape.java,,AtomShape.java,1,1,644,644
1246,AtomShape.java,,AtomShape.java,1,1,644,644
1247,AtomShape.java,,AtomShape.java,1,1,644,644
1249,AtomShape.java,,AtomShape.java,1,1,644,644
1250,AtomShape.java,,AtomShape.java,1,1,644,644
1251,AtomShape.java,,AtomShape.java,1,9,644,761
1254,AtomShape.java,,AtomShape.java,1,1,644,644
1255,DisplayPanel.java,,DisplayPanel.java,1,5,649,690
1256,ChemFrame.java,,ChemFrame.java,1,12,649,990
1257,CrystalFrame.java,,CrystalFrame.java,1,6,649,844
1258,AtomShape.java,,AtomShape.java,1,11,652,762
1259,AtomShape.java,,AtomShape.java,1,9,652,762
1260,AtomShape.java,,AtomShape.java,1,12,654,761
1261,AtomShape.java,,AtomShape.java,1,12,654,761
1262,AtomShape.java,,AtomShape.java,1,6,654,761
1263,MakeCrystal.java,,MakeCrystal.java,1,1,860,860
1264,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,1,672,672
1265,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,1,672,672
1266,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,1,672,672
1267,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,672,860
1268,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,672,731
1269,CrystalPropertiesDialog.java,,CrystalPropertiesDialog.java,1,2,672,731
1271,Gaussian98Reader.java,,Gaussian98Reader.java,1,2,784,990
1274,JmolCDO.java,,JmolCDO.java,1,2,731,984
1275,JmolCDO.java,,JmolCDO.java,1,2,731,984
1276,JmolCDO.java,,JmolCDO.java,1,1,731,731
1277,DisplayPanel.java,,DisplayPanel.java,1,1,702,702
1278,DisplayPanel.java,,DisplayPanel.java,1,1,702,702
1280,Atom.java,,Atom.java,1,1,739,739
1281,Atom.java,,Atom.java,1,4,703,974
1283,DisplayControl.java,,DisplayControl.java,1,22,714,907
1284,DisplayControl.java,,DisplayControl.java,1,21,709,808
1285,DisplayControl.java,,DisplayControl.java,1,19,714,801
1286,DisplayControl.java,,DisplayControl.java,1,38,709,940
1288,PovraySaver.java,,PovraySaver.java,1,1,710,710
1289,Distance.java,,Distance.java,1,2,754,803
1290,Angle.java,,Angle.java,1,3,754,803
1291,Dihedral.java,,Dihedral.java,1,3,754,803
1292,Angle.java,,Angle.java,1,5,754,914
1293,Dihedral.java,,Dihedral.java,1,5,754,914
1294,MeasureRenderer.java,,MeasureRenderer.java,1,3,784,912
1295,MeasureRenderer.java,,MeasureRenderer.java,1,4,714,912
1298,NonJavaSort.java,,NonJavaSort.java,1,1,758,758
1299,UseJavaSort.java,,UseJavaSort.java,1,1,758,758
1301,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,2,727,731
1303,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,2,727,742
1304,DisplayControl.java,,DisplayControl.java,1,33,736,914
1305,DisplayPanel.java,,DisplayPanel.java,1,2,728,748
1307,DisplayControl.java,,DisplayControl.java,1,8,740,813
1308,DisplayControl.java,,DisplayControl.java,1,5,742,810
1309,DisplayControl.java,,DisplayControl.java,1,10,740,813
1310,DisplayControl.java,,DisplayControl.java,1,2,740,742
1311,DisplayControl.java,,DisplayControl.java,1,7,740,786
1312,DisplayControl.java,,DisplayControl.java,1,7,740,810
1313,DisplayControl.java,,DisplayControl.java,1,16,740,843
1314,DisplayControl.java,,DisplayControl.java,1,6,742,810
1315,DisplayControl.java,,DisplayControl.java,1,9,740,813
1316,DisplayControl.java,,DisplayControl.java,1,8,740,810
1317,DisplayControl.java,,DisplayControl.java,1,8,740,813
1325,AtomShape.java,,AtomShape.java,1,4,754,765
1326,AtomShape.java,,AtomShape.java,1,1,761,761
1327,AtomShape.java,,AtomShape.java,1,1,761,761
1328,AtomShape.java,,AtomShape.java,1,1,761,761
1329,AtomShape.java,,AtomShape.java,1,1,761,761
1330,AtomShape.java,,AtomShape.java,1,1,761,761
1331,BondRenderer.java,,BondRenderer.java,1,1,765,765
1332,BondRenderer.java,,BondRenderer.java,1,1,766,766
1333,AtomShape.java,,AtomShape.java,1,1,762,762
1335,AtomShape.java,,AtomShape.java,1,1,762,762
1337,AtomShape.java,,AtomShape.java,1,1,762,762
1339,BondRenderer.java,,BondRenderer.java,1,1,765,765
1340,BondRenderer.java,,BondRenderer.java,1,8,765,842
1341,BondRenderer.java,,BondRenderer.java,1,1,765,765
1342,BondRenderer.java,,BondRenderer.java,1,5,765,836
1343,BondRenderer.java,,BondRenderer.java,1,2,765,766
1344,BondRenderer.java,,BondRenderer.java,1,5,766,842
1345,BondRenderer.java,,BondRenderer.java,1,7,765,842
1346,BondRenderer.java,,BondRenderer.java,1,8,765,842
1347,BondRenderer.java,,BondRenderer.java,1,7,765,842
1348,BondRenderer.java,,BondRenderer.java,1,1,765,765
1349,BondRenderer.java,,BondRenderer.java,1,9,765,843
1350,BondRenderer.java,,BondRenderer.java,1,7,765,842
1351,BondRenderer.java,,BondRenderer.java,1,6,765,842
1353,AtomRenderer.java,,AtomRenderer.java,1,1,821,821
1354,AtomRenderer.java,,AtomRenderer.java,1,1,821,821
1356,BondRenderer.java,,BondRenderer.java,1,5,766,842
1357,DisplayControl.java,,DisplayControl.java,1,30,766,940
1358,DisplayControl.java,,DisplayControl.java,1,21,769,940
1359,DisplayControl.java,,DisplayControl.java,1,12,769,927
1360,DisplayControl.java,,DisplayControl.java,1,11,769,833
1361,Token.java,,Token.java,1,2,770,771
1362,Token.java,,Token.java,1,1,781,781
1363,Token.java,,Token.java,1,2,770,771
1364,Token.java,,Token.java,1,2,770,771
1365,Token.java,,Token.java,1,2,770,771
1366,DisplayControl.java,,DisplayControl.java,1,4,772,799
1401,TransformDialog.java,,TransformDialog.java,1,1,860,860
1403,DisplayControl.java,,DisplayControl.java,1,9,781,907
1404,Compiler.java,,Compiler.java,1,1,792,792
1406,Eval.java,,Eval.java,1,2,781,793
1407,Compiler.java,,Compiler.java,1,8,792,927
1408,MouseManager.java,,MouseManager.java,1,2,802,914
1409,AppletCanvas.java,,AppletCanvas.java,1,4,803,814
1410,DisplayPanel.java,,DisplayPanel.java,1,8,781,906
1411,DisplayControl.java,,DisplayControl.java,1,8,786,808
1412,Eval.java,,Eval.java,1,2,781,793
1413,Compiler.java,,Compiler.java,1,3,792,927
1414,Compiler.java,,Compiler.java,1,2,866,927
1415,Compiler.java,,Compiler.java,1,7,798,927
1416,Compiler.java,,Compiler.java,1,7,798,927
1417,Compiler.java,,Compiler.java,1,4,812,858
1418,Eval.java,,Eval.java,1,10,786,866
1419,Eval.java,,Eval.java,1,12,786,935
1420,DisplayControl.java,,DisplayControl.java,1,4,786,803
1422,DisplayControl.java,,DisplayControl.java,1,23,791,940
1423,JmolApplet.java,,JmolApplet.java,1,7,791,981
1424,JmolApplet.java,,JmolApplet.java,1,5,791,962
1425,Eval.java,,Eval.java,1,13,794,935
1426,Eval.java,,Eval.java,1,15,796,935
1427,Eval.java,,Eval.java,1,11,842,935
1428,Eval.java,,Eval.java,1,1,927,927
1429,DisplayControl.java,,DisplayControl.java,1,1,801,801
1430,TransformManager.java,,TransformManager.java,1,2,804,810
1432,ColorManager.java,,ColorManager.java,1,5,809,840
1433,ColorManager.java,,ColorManager.java,1,6,811,840
1434,ColorManager.java,,ColorManager.java,1,5,817,831
1435,ColorManager.java,,ColorManager.java,1,3,824,830
1436,ColorManager.java,,ColorManager.java,1,2,824,830
1437,TransformManager.java,,TransformManager.java,1,1,804,804
1438,TransformManager.java,,TransformManager.java,1,3,804,823
1439,TransformManager.java,,TransformManager.java,1,2,804,810
1442,ModelManager.java,,ModelManager.java,1,5,844,914
1443,ModelManager.java,,ModelManager.java,1,3,844,860
1444,DisplayControl.java,,DisplayControl.java,1,18,808,940
1445,DisplayControl.java,,DisplayControl.java,1,16,808,904
1446,RepaintManager.java,,RepaintManager.java,1,1,810,810
1448,RepaintManager.java,,RepaintManager.java,1,1,810,810
1449,RepaintManager.java,,RepaintManager.java,1,1,810,810
1450,TransformManager.java,,TransformManager.java,1,1,810,810
1453,Compiler.java,,Compiler.java,1,2,812,927
